filename,gps_values,gyro_values,speed,angle,lidar
2024-06-16 15-50-21.801523.png,"['-235.33', '45.00', '0.31']","[' -0.00000', ' -0.04573', ' -0.00000']",10,0,inf
2024-06-16 15-50-21.909164.png,"['-235.33', '44.85', '0.31']","[' -0.00000', ' -0.02684', ' -0.00000']",10,0,inf
2024-06-16 15-50-22.027692.png,"['-235.33', '44.50', '0.31']","['  0.00000', '  0.01420', ' -0.00000']",10,0,inf
2024-06-16 15-50-22.134890.png,"['-235.33', '44.25', '0.31']","['  0.00000', '  0.04175', '  0.00000']",10,0,inf
2024-06-16 15-50-22.238478.png,"['-235.33', '44.00', '0.32']","['  0.00000', '  0.03446', '  0.00000']",10,0,inf
2024-06-16 15-50-22.343462.png,"['-235.33', '43.61', '0.32']","[' -0.00000', ' -0.01071', ' -0.00000']",10,0,inf
2024-06-16 15-50-22.448067.png,"['-235.33', '43.36', '0.32']","[' -0.00000', ' -0.01395', ' -0.00000']",10,0,inf
2024-06-16 15-50-22.557611.png,"['-235.33', '43.11', '0.32']","[' -0.00000', ' -0.00390', ' -0.00000']",10,0,inf
2024-06-16 15-50-22.662850.png,"['-235.33', '42.80', '0.32']","['  0.00000', '  0.00461', ' -0.00000']",10,0,inf
2024-06-16 15-50-22.783026.png,"['-235.33', '42.53', '0.32']","['  0.00000', '  0.00336', ' -0.00000']",10,0,inf
2024-06-16 15-50-22.887551.png,"['-235.33', '42.25', '0.32']","[' -0.00000', ' -0.00033', ' -0.00000']",10,0,inf
2024-06-16 15-50-22.992215.png,"['-235.33', '41.94', '0.32']","[' -0.00000', ' -0.00157', ' -0.00000']",10,0,inf
2024-06-16 15-50-23.096897.png,"['-235.33', '41.72', '0.32']","[' -0.00000', ' -0.00079', ' -0.00000']",10,0,inf
2024-06-16 15-50-23.203620.png,"['-235.33', '41.44', '0.32']","['  0.00000', '  0.00029', ' -0.00000']",10,0,inf
2024-06-16 15-50-23.316986.png,"['-235.33', '41.11', '0.32']","['  0.00000', '  0.00044', ' -0.00000']",10,0,inf
2024-06-16 15-50-23.420441.png,"['-235.33', '40.89', '0.32']","['  0.00000', '  0.00013', ' -0.00000']",10,0,inf
2024-06-16 15-50-23.534782.png,"['-235.33', '40.53', '0.32']","[' -0.00000', ' -0.00018', ' -0.00000']",10,0,inf
2024-06-16 15-50-23.640327.png,"['-235.33', '40.25', '0.32']","[' -0.00000', ' -0.00010', ' -0.00000']",10,0,inf
2024-06-16 15-50-23.744656.png,"['-235.33', '40.05', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-23.855656.png,"['-235.33', '39.67', '0.32']","['  0.00000', '  0.00006', ' -0.00000']",10,0,inf
2024-06-16 15-50-23.966246.png,"['-235.33', '39.39', '0.32']","['  0.00000', '  0.00001', ' -0.00000']",10,0,inf
2024-06-16 15-50-24.070806.png,"['-235.33', '39.14', '0.32']","[' -0.00000', ' -0.00002', ' -0.00000']",10,0,inf
2024-06-16 15-50-24.183925.png,"['-235.33', '38.80', '0.32']","[' -0.00000', ' -0.00001', ' -0.00000']",10,0,inf
2024-06-16 15-50-24.288367.png,"['-235.33', '38.53', '0.32']","['  0.00000', '  0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-24.391578.png,"['-235.33', '38.25', '0.32']","['  0.00000', '  0.00001', ' -0.00000']",10,0,inf
2024-06-16 15-50-24.502662.png,"['-235.33', '37.92', '0.32']","['  0.00000', '  0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-24.623294.png,"['-235.33', '37.67', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-24.727111.png,"['-235.33', '37.33', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-24.833421.png,"['-235.33', '37.05', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-24.947696.png,"['-235.33', '36.83', '0.32']","['  0.00000', '  0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-25.051965.png,"['-235.33', '36.44', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-25.166250.png,"['-235.33', '36.17', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-25.274221.png,"['-235.33', '35.92', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-25.388833.png,"['-235.33', '35.55', '0.32']","['  0.00000', '  0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-25.495319.png,"['-235.33', '35.28', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-25.607075.png,"['-235.33', '35.00', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-25.712882.png,"['-235.33', '34.61', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-25.833534.png,"['-235.33', '34.33', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-25.948395.png,"['-235.33', '34.05', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-26.053999.png,"['-235.33', '33.75', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-26.164754.png,"['-235.33', '33.53', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-26.267659.png,"['-235.33', '33.19', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-26.377933.png,"['-235.33', '32.89', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-26.486104.png,"['-235.33', '32.67', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-26.597102.png,"['-235.33', '32.36', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-26.701368.png,"['-235.33', '32.08', '0.32']","['  0.00000', '  0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-26.807821.png,"['-235.33', '31.78', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-26.910696.png,"['-235.33', '31.44', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-27.013283.png,"['-235.33', '31.19', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-27.128932.png,"['-235.33', '30.94', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-27.238068.png,"['-235.33', '30.56', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-27.350718.png,"['-235.33', '30.31', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-27.456456.png,"['-235.33', '30.03', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-27.568108.png,"['-235.33', '29.69', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-27.676490.png,"['-235.33', '29.50', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-27.789314.png,"['-235.33', '29.17', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-27.892323.png,"['-235.33', '28.89', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",10,0,inf
2024-06-16 15-50-28.005737.png,"['-235.33', '28.63', '0.32']","[' -0.00000', ' -0.02593', ' -0.00000']",15,0,inf
2024-06-16 15-50-28.115003.png,"['-235.33', '28.22', '0.31']","[' -0.00000', ' -0.02570', ' -0.00000']",15,0,inf
2024-06-16 15-50-28.229920.png,"['-235.33', '27.85', '0.31']","['  0.00000', '  0.00416', ' -0.00000']",15,0,inf
2024-06-16 15-50-28.335227.png,"['-235.33', '27.53', '0.31']","['  0.00000', '  0.01589', ' -0.00000']",15,0,inf
2024-06-16 15-50-28.438564.png,"['-235.33', '26.98', '0.32']","['  0.00000', '  0.03917', '  0.00000']",15,0,inf
2024-06-16 15-50-28.541471.png,"['-235.33', '26.61', '0.32']","['  0.00000', '  0.00606', '  0.00000']",15,0,inf
2024-06-16 15-50-28.655083.png,"['-235.33', '26.23', '0.32']","[' -0.00000', ' -0.01420', ' -0.00000']",15,0,inf
2024-06-16 15-50-28.769753.png,"['-235.33', '25.69', '0.32']","[' -0.00000', ' -0.00690', ' -0.00000']",15,0,inf
2024-06-16 15-50-28.882635.png,"['-235.33', '25.32', '0.32']","['  0.00000', '  0.00261', ' -0.00000']",15,0,inf
2024-06-16 15-50-28.996442.png,"['-235.33', '24.90', '0.32']","['  0.00000', '  0.00469', ' -0.00000']",15,0,inf
2024-06-16 15-50-29.103527.png,"['-235.33', '24.44', '0.32']","['  0.00000', '  0.00080', ' -0.00000']",15,0,inf
2024-06-16 15-50-29.207853.png,"['-235.33', '24.15', '0.32']","[' -0.00000', ' -0.00115', ' -0.00000']",15,0,inf
2024-06-16 15-50-29.313780.png,"['-235.33', '23.61', '0.32']","[' -0.00000', ' -0.00110', ' -0.00000']",15,0,inf
2024-06-16 15-50-29.419694.png,"['-235.33', '23.19', '0.32']","['  0.00000', '  0.00010', ' -0.00000']",15,0,inf
2024-06-16 15-50-29.526540.png,"['-235.33', '22.86', '0.32']","['  0.00000', '  0.00052', ' -0.00000']",15,0,inf
2024-06-16 15-50-29.635816.png,"['-235.33', '22.27', '0.32']","['  0.00000', '  0.00015', ' -0.00000']",15,0,inf
2024-06-16 15-50-29.744582.png,"['-235.33', '21.86', '0.32']","[' -0.00000', ' -0.00015', ' -0.00000']",15,0,inf
2024-06-16 15-50-29.853534.png,"['-235.33', '21.48', '0.32']","[' -0.00000', ' -0.00015', ' -0.00000']",15,0,inf
2024-06-16 15-50-29.956442.png,"['-235.33', '20.98', '0.32']","['  0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-30.059833.png,"['-235.33', '20.61', '0.32']","['  0.00000', '  0.00006', ' -0.00000']",15,0,inf
2024-06-16 15-50-30.164741.png,"['-235.33', '20.23', '0.32']","['  0.00000', '  0.00004', ' -0.00000']",15,0,inf
2024-06-16 15-50-30.270998.png,"['-235.33', '19.65', '0.32']","[' -0.00000', ' -0.00002', ' -0.00000']",15,0,inf
2024-06-16 15-50-30.373587.png,"['-235.33', '19.27', '0.32']","[' -0.00000', ' -0.00002', ' -0.00000']",15,0,inf
2024-06-16 15-50-30.476140.png,"['-235.33', '18.90', '0.32']","[' -0.00000', ' -0.00001', ' -0.00000']",15,0,inf
2024-06-16 15-50-30.583012.png,"['-235.33', '18.40', '0.32']","['  0.00000', '  0.00001', ' -0.00000']",15,0,inf
2024-06-16 15-50-30.689882.png,"['-235.33', '17.98', '0.32']","['  0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-30.795933.png,"['-235.33', '17.57', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-30.903054.png,"['-235.33', '17.07', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-31.020550.png,"['-235.33', '16.69', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-31.123935.png,"['-235.33', '16.27', '0.32']","['  0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-31.229518.png,"['-235.33', '15.82', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-31.348032.png,"['-235.33', '15.48', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-31.460592.png,"['-235.33', '14.94', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-31.565648.png,"['-235.33', '14.48', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-31.672163.png,"['-235.33', '14.15', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-31.779087.png,"['-235.33', '13.65', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-31.884684.png,"['-235.33', '13.27', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-31.991314.png,"['-235.33', '12.94', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-32.098020.png,"['-235.33', '12.40', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-32.203335.png,"['-235.33', '11.98', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-32.311337.png,"['-235.33', '11.65', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-32.418618.png,"['-235.33', '11.07', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-32.526853.png,"['-235.33', '10.65', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-32.635387.png,"['-235.33', '10.32', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-32.737635.png,"['-235.33', '9.90', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-32.844342.png,"['-235.33', '9.48', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-32.947363.png,"['-235.33', '9.07', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-33.059178.png,"['-235.33', '8.53', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-33.171293.png,"['-235.33', '8.19', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-33.275034.png,"['-235.33', '7.78', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-33.385508.png,"['-235.33', '7.28', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-33.500137.png,"['-235.33', '6.98', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-33.614399.png,"['-235.33', '6.48', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-33.723676.png,"['-235.33', '6.03', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-33.829581.png,"['-235.33', '5.73', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-33.934985.png,"['-235.33', '5.23', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-34.045007.png,"['-235.33', '4.82', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-34.152857.png,"['-235.33', '4.48', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-34.256039.png,"['-235.33', '3.98', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-34.367517.png,"['-235.33', '3.57', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-34.474525.png,"['-235.33', '3.11', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-34.577663.png,"['-235.33', '2.65', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-34.699110.png,"['-235.33', '2.28', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-34.804766.png,"['-235.33', '1.86', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-34.912518.png,"['-235.33', '1.36', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-35.030121.png,"['-235.33', '1.03', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-35.133001.png,"['-235.33', '0.57', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-35.237252.png,"['-235.33', '0.15', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-35.346408.png,"['-235.33', '-0.14', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-35.451733.png,"['-235.33', '-0.60', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-35.556468.png,"['-235.33', '-1.02', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-35.662511.png,"['-235.33', '-1.35', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-35.770827.png,"['-235.33', '-1.93', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-35.885119.png,"['-235.33', '-2.35', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-35.990747.png,"['-235.33', '-2.68', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-36.100178.png,"['-235.33', '-3.22', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-36.207705.png,"['-235.33', '-3.60', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-36.314744.png,"['-235.33', '-4.06', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-36.425420.png,"['-235.33', '-4.56', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-36.534046.png,"['-235.33', '-4.89', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-36.645447.png,"['-235.33', '-5.39', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-36.750381.png,"['-235.33', '-5.85', '0.32']","[' -0.00000', '  0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-36.864040.png,"['-235.33', '-6.14', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-36.974469.png,"['-235.33', '-6.68', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
2024-06-16 15-50-37.080658.png,"['-235.33', '-7.10', '0.32']","[' -0.00000', ' -0.00000', ' -0.00000']",15,0,inf
